Accession No,Primary Maker name only,Name Title,Brief Description,Media Materials,Measurement Reading Metric Imp Y display only,Department,Other Id,Collection,Current Location,Current Location Reason,Current Location Date,Current Owner,Acquisition Method,Acquisition Reason,Acquisition Date,Credit Line,Item Count
VUW.2012.13,Emma Camden,Kinetic Construction (Standing Wave),,,,VUW Art,,Victoria University of Wellington Art Collection,Philosophy Building/Room 45,Temporary Storage,28-Oct-15,,Gift,Collection Policy,Dec-12,"Victoria University of Wellington Art Collection. Gift of Peter John Lloyd, 2012.",
VUW.2012.14,Emma Camden,Fountain,,,,VUW Art,,Victoria University of Wellington Art Collection,Music Building/Room 15,Temporary Storage,13-Aug-15,,Gift,Collection Policy,Dec-12,"Victoria University of Wellington Art Collection. Gift of Peter John Lloyd, 2012.",
VUW.2012.15,Emma Camden,Eine Kleine Nachtmusik,,,,VUW Art,,Victoria University of Wellington Art Collection,Science Building/Room 13,Temporary Storage,28-Oct-15,,Gift,Collection Policy,Dec-12,"Victoria University of Wellington Art Collection. Gift of Peter John Lloyd, 2012.",
VUW.2012.16,Emma Camden,The Age of Innocence,,,,VUW Art,,Victoria University of Wellington Art Collection,Science Building/Room 12,Temporary Storage,28-Oct-15,,Gift,Collection Policy,Dec-12,"Victoria University of Wellington Art Collection. Gift of Peter John Lloyd, 2012.",
VUW.2012.17,Emma Camden,Away from the Flock,,,,VUW Art,,Victoria University of Wellington Art Collection,Science Building/Room 9,Temporary Storage,28-Oct-15,,Gift,Collection Policy,Dec-12,"Victoria University of Wellington Art Collection. Gift of Peter John Lloyd, 2012.",
VUW.2012.18,Emma Camden,"Windows Open Simultaneously (First Part, Third Motif)",,,,VUW Art,,Victoria University of Wellington Art Collection,Philosophy Building/Room 12,Temporary Storage,28-Oct-15,,Gift,Collection Policy,Dec-12,"Victoria University of Wellington Art Collection. Gift of Peter John Lloyd, 2012.",
VUW.2012.19,Emma Camden,The citizen,,,,VUW Art,,Victoria University of Wellington Art Collection,Art Building/Room 18,Temporary Storage,28-Oct-15,,Gift,Collection Policy,Dec-12,"Victoria University of Wellington Art Collection. Gift of Peter John Lloyd, 2012.",
VUW.2012.20,Indira Neville,Letter to my Son,,,,VUW Art,,,Philosophy Building/Room 1,Temporary Storage,24-Jul-14,,,,,Victoria University of Wellington Art Collection,
VUW.2013.1,Peter Lange,Untitled (Cravings White),,,,VUW Art,,Victoria University of Wellington Art Collection,Science Building/Room 38,"Temporary Exhibit, Temporary Storage","28 Oct 2015, 28 Oct 2015",,Dealer/Purchase,Collection Policy,11-Jan-13,"Victoria University of Wellington Art Collection, acquired as part of the New Media initiative, 2012",3
VUW.2013.2,Niki Hastings-McFall,Light and Colour (Goethe's Theory)  - the Morning after the Deluge - Moses Writing the Book of Genesis,New media/video work.,,,VUW Art,,,Philosophy Building/Room 4,Temporary Storage,28-Oct-15,,,,,,
VUW.2013.3,Peter Alger,Cloud Study,,,,VUW Art,,Victoria University of Wellington Art Collection,Philosophy Building/Room 15,Temporary Exhibit,4-Jun-14,,Dealer/Purchase,Collection Policy,Dec-12,"Victoria University of Wellington Art Collection, purchased 2012",
VUW.2013.4,Katherine Smyth,Triptych - August 1972,,,,VUW Art,,Victoria University of Wellington Art Collection,Science Building/Room 15,Temporary Exhibit,31-May-13,,Dealer/Purchase,Collection Policy,Feb-13,"Victoria University of Wellington Art Collection, purchased 2012",
VUW.2013.5,Katherine Smyth,Female Fig Leaf,,,,VUW Art,,Victoria University of Wellington Art Collection,Philosophy Building/Room 45,Temporary Exhibit,31-May-13,,Dealer/Purchase,Collection Policy,Feb-13,"Victoria University of Wellington Art Collection, purchased 2012",
VUW.2013.6,Katherine Smyth,DeLuxe,,,,VUW Art,,Victoria University of Wellington/WELLINGTON,Music Building/Room 20,Temporary Exhibit,7-Jun-13,,Dealer/Purchase,Collection Policy,Feb-13,"Victoria University of Wellington Art Collection, purchased 2012",
VUW.2013.7,Andrea Daly,Still Life,"NB. Addition artists involved are: David Aitken, Murray Gilbert, Roland Decke, Roger Hardie, Kerk Taylor, Lawson Fraser",Totara/Wood,,VUW Art,448576,Victoria University of Wellington Art Collection,Art Building/Room 13,Temporary Exhibit,18-Nov-13,,Gift,Collection Policy,Feb-13,"Victoria University of Wellington Art Collection, Gift of Carol Henderson, 2012.",
VUW.2013.8,Christina Wirihana,"Hip, Hip, Hoorah!","Site specific work installed in North and South ends of reading room in Library for new development 'HUB', opening March 2013",,,VUW Art,,Victoria University of Wellington Art Collection,Art Building/Room 49,Permanent Exhibit,19-Nov-13,,Commission,Collection Policy,Feb-13,"Victoria University of Wellington Art Collection, commissioned for the Kelburn Campus Hub Project, acquired with funds from the Art Fund, Victoria University of Wellington Foundation",
VUW.2013.9,Josiah Martin,Self Portrait with Fried Eggs,,,,VUW Art,,Victoria University of Wellington Art Collection,Philosophy Building/Room 46,Permanent Exhibit,19-Nov-13,,Commission,Collection Policy,Mar-13,"Victoria University of Wellington Art Collection, commissioned for the Kelburn Campus Hub Project, acquired with funds from the Art Fund, Victoria University of Wellington Foundation",
VUW.2013.10,Fatu Feu'u,Quartered Meteor,,,,Portraits/VUW Art,,Victoria University of Wellington Art Collection,Science Building/Room 47,Temporary Exhibit,11-Mar-14,,Private/Purchase,Collection Policy,May-13,Victoria University of Wellington Art Collection,
VUW.2013.11,RifRaf,The Snail,five colour screenprinted poster on Fabriano Artistico 100% cotton acid-free paper,,,VUW Art,448577,Victoria University of Wellington Art Collection,Science Building/Room 3,Temporary Storage,10-Aug-15,,Private/Purchase,Collection Policy,Feb-13,"Victoria University of Wellington Art Collection, purchased 2012",
VUW.2013.15,Margery Blackman,The Art Critic,Two part artwork/diptych consisting of two framed collages. The two parts are inseperable and must always be exhibited together. The artist has not specified how far apart the artworks have to be hung.,,,VUW Art,458573,Victoria University of Wellington Art Collection,Science Building/Room 4,Temporary Exhibit,5-Dec-13,,Dealer/Purchase,Collection Policy,27-Jul-13,"Victoria University of Wellington Art Collection, purchased 2013",
VUW.2013.12,David Brokenshire,The Soul of the Soulless City ('New York - an Abstraction'),Black and white photograph (received framed by the artist). The image is of a photograph wrapped in tissue paper.,,,VUW Art,448573,Victoria University of Wellington Art Collection,Art Building/Room 41,Temporary Exhibit,11-Nov-15,,,,,"Victoria University of Wellington Art Collection, purchased 2013",
VUW.2013.13,Colleen Waata Urlich,Little Dancer Aged Fourteen,Part of a three part work by Marie Shannon. Photograph by Julian Dashper. The three parts can be exhibited all together or individually.,,,VUW Art,448574,Victoria University of Wellington Art Collection,Art Building/Room 16,Temporary Exhibit,11-Nov-15,,,,,"Victoria University of Wellington Art Collection, purchased 2013",
VUW.2013.14,David Brokenshire,Number 23,Part of a three part artwork. New media artwork/DVD. The three parts can be exhibited all together or individually.,,,VUW Art,448575,Victoria University of Wellington Art Collection,Science Building/Room 21,"Temporary Storage, Temporary Exhibit","28 Oct 2015, 11 Nov 2015",,,,,"Victoia University of Wellington Art Collection, purchased 2013",
VUW.2013.16,John Pule,Mother and Child (Divided),,,,VUW Art,,Victoria University of Wellington Art Collection,Music Building/Room 37,Temporary Exhibit,21-Nov-13,,Gift,Collection Policy,,"Victoria University of Wellington Art Collection, gifted by Gregory O'Brien to the International Institute of Modern Letters, 2012",
VUW.2013.17,John Pule,The Ghost of a Flea,,,,VUW Art,,Victoria University of Wellington Art Collection,Science Building/Room 41,Temporary Exhibit,21-Nov-13,,Gift,Collection Policy,,"Victoria University of Wellington Art Collection, gifted by Gregory O'Brien to the International Institute of Modern Letters, 2012",
VUW.2013.18,Alfred John Tattersall,The Shipwreck,,,,VUW Art,,Victoria University of Wellington Art Collection,Art Building/Room 15,Temporary Exhibit,21-Nov-13,,Gift,Collection Policy,,"Victoria University of Wellington Art Collection, gifted by Gregory O'Brien to the International Institute of Modern Letters, 2012",
VUW.2013.19,Josiah Martin,Azalea Garden : May 1956,"framed sequence of black and white photographs, silver gelatin prints",,,VUW Art,,Victoria University of Wellington Art Collection,Art Building/Room 45,Temporary Exhibit,21-Nov-13,,,Collection Policy,,"Victoria University of Wellington Art Collection, gifted by Gregory O'Brien to the International Institute of Modern Letters, 2012",
VUW.2013.20,James Nairn,"A Young Lady Aged 21, Possibly Helena Snakenborg, Later Marchioness of Northampton","untitled, framed, black and white photograph",,,VUW Art,,Victoria University of Wellington Art Collection,Science Building/Room 14,Temporary Exhibit,21-Nov-13,,Gift,Collection Policy,,"Victoria University of Wellington Art Collection, gifted by Gregory O'Brien to the International Institute of Modern Letters, 2012",
VUW.2013.21,Raymond Ching,Mares and Foals in a River Landscape,,,,VUW Art,,Victoria University of Wellington Art Collection,Art Building/Room 23,Temporary Exhibit,21-Nov-13,,Gift,Collection Policy,,"Victoria University of Wellington Art Collection, gifted by the Bill Manhire to the International Institute of Modern Letters",
VUW.2014.1,Peter Lange,Macaleni Iintozomlambo,Part of series 'Tangaroa Piri Whare',,,VUW Art,,Victoria University of Wellington Art Collection,Science Building/Room 10,Temporary Storage,7-Aug-14,,Commission,Collection Policy,,Victoria University of Wellington Art Collection,
VUW.2014.2,Judy McIntosh Wilson,Some Roses and Their Phantoms,Digital photograph of ornamental Fijian taro (or Dalo) plant taken in Fiji exploring the flattening effects of the camera in rendering repeating patterns.,,,VUW Art,488573,Victoria University of Wellington Art Collection,Music Building/Room 15,Temporary Exhibit,14-Oct-15,,Purchase,Collection Policy,Mar-14,Victoria University of Wellington Art Collection,
VUW.2014.3,Judy McIntosh Wilson,Johanaan,"Digital photograph taken in a shop in Suva, Fiji of ceremonial dancing fans exploring the flattening effects of the camera in rendering repeating patterns.",,,VUW Art,488575,Victoria University of Wellington Art Collection,Music Building/Room 45,Temporary Exhibit,14-Oct-15,,Purchase,Collection Policy,Mar-14,Victoria University of Wellington Art Collection,
VUW.2014.4,Bronwynne Cornish,Abstract Painting (726),One of a set of eight paintings resembling an envelope with a shark fin visible through the 'window' of the envelope.,Acrylic on canvas,970 x 1940mm (97 x 194cm),VUW Art,501577,Victoria University of Wellington Art Collection,Science Building/Room 44,Temporary Exhibit,21-Aug-14,,Dealer/Purchase,Collection Policy,May-14,Victoria University of Wellington Art Collection,1
VUW.2014.5,Raymond Ching,Sir Brooke Boothby,A silent digital animation following on from a site-specific installation at Riccarton House made for the 2003 SCAPE Art and Industry Biennial in Christchurch honouring the journey taken by Nagai Tahu to collect pounamu in the area of Lake Wakatipu.,Video,,VUW Art,501578,Victoria University of Wellington Art Collection,Art Building/Room 27,Temporary Storage,28-Oct-15,,Dealer/Purchase,Collection Policy,Jun-14,Victoria University of Wellington Art Collection,
VUW.2014.6,Milan Mrkusich,Composition B (No.II) with Red,Large scale abstract canvas work combining screenprint techniques and acrylic to produce exaggerated enlargements of gestural black brushstrokes overlaying a vivid orange and yellow undercoat.,,,VUW Art,501579,Victoria University of Wellington Art Collection,Art Building/Room 45,Temporary Storage,13-Aug-15,,"Dealer/Purchase, Gift",Collection Policy,22-Apr-14,Victoria University of Wellington Art Collection,1
VUW.2014.7,Jacqueline Fahey,"The Opening of Waterloo Bridge ('Whitehall Stairs, June 18th, 1817')","From the 'arbitrary knowledges' series. Chalky pale blue ground with delicately rendered surfaces details, including patches of overlapping white, green, yellow and pink with light pencil scrawls—painted onto hardboard. It is typical of the artist’s ‘improvisational abstraction’ which explores the limits of language and seeks to create a space for thought between differing sign systems. In this her titles are highly significant. Not only do they appear hand written on the surface of the work, but they generate a layer of meaning in conversation with the surface details that allows the viewer’s mind to wander in certain directions. The text of this work is drawn from the lyrics of a Talking Heads song written by David Byrne and Brian Eno, ‘Once in a Lifetime’.",,"600 x 820mm (1' 11 5/8"" x 2' 8 5/16"")",General/VUW Art,581576,,Art Building/Room 44,Temporary Exhibit,29-Oct-15,"VICTORIA UNIVERSITY OF WELLINGTON ART COLLECTION FUNDING TRUST, VUW-ACFT",Dealer/Purchase,Collection Policy,25-Nov-14,Victoria University of Wellington Art Collection,
VUW.2014.8,Alison Duff,Second Version of Triptych 1944,,,,General/VUW Art,529576,,Music Building/Room 41,Permanent Exhibit,5-Jan-15,,Commission,Collection Policy,9-Dec-14,"Victoria University of Wellington Art Collection, commissioned by the Victoria University of Wellington Library for Wan Solwara, 2014",
VUW.2014.9,Len Lye,War. The Exile and the Rock Limpet,'Toss' is a scaled up outline of a mortarboard suspended above the Hunter Courtyard. This work replaces Dawson’s earlier work Flying Steps (2000) which engaged with the idea of aspirational steps taken to higher levels in education. The stylised two dimensional mortarboard in Toss represents the headgear worn by students at graduation and references the light-hearted celebratory tradition of newly graduated students throwing the mortarboard into the air.,,,General/VUW Art,581577,,Art Building/Room 39,Permanent Exhibit,9-Dec-14,,Commission,Replacement,9-Dec-14,Victoria University of Wellington Art Collection,
VUW.2014.10,Alfred John Tattersall,Yellow Grey Relief,"A selection of fourteen still images and CD soundtrack from the interactive installation 'Citywalk' (1989) originally commissioned by and shown at City Gallery Wellington. The images are taken using Kodak vericolor slide film giving the images a characteristic blue colouring with highlights of magenta and yellow. This film is intended to be used for producing same-size positive transparencies from colour negatives or for making reduced-size transparencies from larger negatives. It has a slow reaction to movement and the outdoor environment causing the images to capture a staggered blurry movement of elements within the picture frame.  In the original installation, moving still images were projected onto the gallery walls. Wireless headphones were supplied to the views with a soundtrack broadcasted via FM radio. This soundtrack was made up of fragments of city noise, conversations, cars, snippets of music and the buzzing of lights.The movement of the images is activated by the movement of the viewers through the space creating an individually experienced soundscape and visual experience. This work places emphasis on the individual experience of the exterior cityscape thereby drawing attention to an interior private and hidden cityscape or the internal ‘mindspace’ of the city.",,,General/VUW Art,581578,,Art Building/Room 17,"Temporary Storage, Temporary Storage, Temporary Storage, Temporary Storage, Temporary Exhibit","22 Oct 2015, 22 Oct 2015, 22 Oct 2015, 22 Oct 2015, 22 Oct 2015",,Donation,Collection Policy,11-Nov-14,Victoria University of Wellington Art Collection,15
VUW.2015.1,Margery Blackman,Pelagos,"One of 110 individual ‘paintings’ produced for The Personal Effects of Kim Dotcom at the Adam Art Gallery in 2014. It is a digital print on stretched canvas. The graphics were designed by the artist Simon Denny, in collaboration with New Zealand-born, Amsterdam-based designer David Bennewith. They represent an imagined template for an entry in a catalogue of all the items confiscated from Kim Dotcom, the internet entrepreneur arrested for copyright infringement, in the police raid on his property in Auckland in January 2012. This is the last in the sequence of 110 works. It lists the various domain names owned by Dotcom that were seized by authorities.",,1600 x 1100mm (160 x 110cm),VUW Art,581579,,Art Building/Room 16,Temporary Exhibit,9-May-15,,Dealer/Purchase,Collection Policy,14-Jan-15,"Victoria University of Wellington Art Collection, purchased 2015",
VUW.2015.2,Alison Duff,Grace Jones,lalava pattern on sheet acrylic,,,VUW Art,581580,,Art Building/Room 49,Usual Location,21-Apr-15,,Commission,,,"Victoria University of Wellington Art Collection, commissioned by the Victoria University of Wellington Library for Wan Solwara, 2015",
VUW.2015.3,Judy McIntosh Wilson,History of the Main Complaint,Abstract watercolour,"Pencil, ink and watercolour","345 x 150mm (1' 1 9/16"" x 5 7/8""), 460 x 560mm",VUW Art,581581,,Music Building/Room 5,Temporary Storage,19-Oct-15,,Gift,,14-Jul-15,"Victoria University of Wellington Art Collection, gift of the artist 2015",
VUW.2015.4,Judy McIntosh Wilson,Fresh Widow,,,"180 x 252mm (7 1/16 x 9 15/16""), 355 x 460mm",VUW Art,581582,,Philosophy Building/Room 29,,,,Gift,,14-Jul-15,"Victoria University of Wellington Art Collection, gift of the artist 2015",
VUW.2015.5,Judy McIntosh Wilson,No. VI / Composition No.II,,,"130 x 175mm (5 1/8 x 6 7/8"")",VUW Art,581583,,Philosophy Building/Room 0,Framing,19-Oct-15,,Gift,,14-Jul-15,"Victoria University of Wellington Art Collection, gift of the artist 2015",
VUW.2015.6,James Nairn,Artist's Shit,"A selection of six out of twenty-four from Shaun Waugh’s Covenant Cut-outs series of framed landscapes. Several of these document land that has been identified by its owners as having natural or cultural value worthy of protection, over which a covenant has been placed by entering into legal agreement with the Queen Elizabeth II National Trust to safeguard the site in perpetuity. All of these sites feature a section of the view that is presented as a solid block of colour. The viewer is left to determine whether these are the protected zones, or whether they have been singled out by the artist for some other reason. The 24 works are arranged according to these coloured sections, which conform to their place on the grid of a photographic colour picker chart available via the software used by the artist. This selection represents the second row of the chart.",Digital photograph,,VUW Art,,,Science Building/Room 22,Temporary Exhibit,22-Oct-15,,,,,"Victoria University of Wellington Art Collection, purchased 2015",6
